type_repas,titre,url,image,auteur,difficulte,duree,regime,likes,prep_time,cook_time,total_time,cuisson_type,contraintes,rating,votes,portions,ingredients
enfournez,Lasagne courgettes aubergines mozza,https://www.cuisine-libre.org/lasagnes-courgettes-aubergines-mozza,https://www.cuisine-libre.org/local/cache-gd2/b7/561cbe0c7641f6472d250419733ec7.jpg?1644798021,valivalou,,Durée totale :1 h 10,Végétarien,12,30 min,40 min,PT1H10M,Four,"Sans viande, Sans œuf",5.00,12,6,"2 courgettes | 2 aubergines | 4 boules de mozza tranchées finement | pâte à lasagne | coulis de tomate | huile d’olive | sel, poivre, herbes de Provence"
enfournez,"Sarmale, choux farcis à la roumaine",https://www.cuisine-libre.org/sarmale-choux-farcis-a-la-roumaine,https://www.cuisine-libre.org/local/cache-gd2/34/dac54310daf8eddad52e594897fed5.jpg?1644794462,Txo min,,Durée totale :2 h 45,Non végétarien,1,45 min,2 h,PT2H45M,Four,"Sans œuf, Sans gluten",5.00,1,6,"1 chou blanc | 1,5 kg de choucroute crue | 300 g de poitrine de porc fumée en tranches | 1 kg de porc haché | 150 g de riz rond | 2 oignons | 3 c. à soupe de de sarriette | 1 c. à café de poivre en grains | sel, poivre moulu | huile | crème aigre | "
enfournez,Aubergines à la parmesane,https://www.cuisine-libre.org/aubergines-a-la-parmesane,https://www.cuisine-libre.org/local/cache-gd2/4d/3d7b44634494d0ee24b0e6bec804ed.jpg?1644794544,valivalou,,Durée totale :1 h 15,Végétarien,5,30 min,45 min,PT1H15M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,5,6,"3 aubergines | coulis de tomates | 1 boule de mozzarella finement tranchée | 50 g de parmesan râpé | 1 gousse d’ail hachée | origan | huile d’olive | sel, poivre"
enfournez,"Topinambours rôtis à l’ail, citron et persil",https://www.cuisine-libre.org/topinambours-rotis-a-l-ail-citron-et-persil,https://www.cuisine-libre.org/local/cache-gd2/8a/f1ef67c96facda10bf0466bbb5e39e.jpg?1644794953,Romy,,Durée totale :1 h 15,Végétarien,30,15 min,1 h,PT1H15M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,30,4,500 g de pommes de terre nouvelles | 500 g de topinambours | 4 gousses d’ail écrasées | 5 cl d’huile d’olive | 1 jus de citron | 1 c. café de miel | 1/2 botte de persil
enfournez,Poulet miel feta,https://www.cuisine-libre.org/poulet-miel-feta,https://www.cuisine-libre.org/local/cache-gd2/4c/5e7100b83c049203fa39c9bb282493.jpg?1644794462,Berga Mote,,Durée totale :55 min,Non végétarien,20,10 min,15 min,PT55M,Four,"Sans œuf, Sans gluten",5.00,20,2,"2 blancs de poulet | 100 g de feta | 1 cuillère à soupe de miel | jus de citron | huile d’olive | herbes de Provence | sel, poivre"
enfournez,Patates en braises et sauce ciboulette,https://www.cuisine-libre.org/patates-en-braises-et-sauce-ciboulette,https://www.cuisine-libre.org/local/cache-gd2/f1/95307c4b34630ee89874e549febac1.jpg?1644794769,Gargantua,,Durée totale :1 h 20,Végétarien,15,20 min,1 h,PT1H20M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,15,100,"25 kg de grosses pommes de terre farineuses (type Samba, Binje, BF 15) | 10 kg de fromage blanc | 250 cl de crème fraîche ou crème sure | sel, poivre | 10 bottes de ciboulette (ou autres fines herbes mélangées)"
enfournez,Cannellonis aux haricots verts et ricotta,https://www.cuisine-libre.org/cannellonis-aux-haricots-verts-et-ricotta,https://www.cuisine-libre.org/local/cache-gd2/98/a9788b3fc2caedc3b35a6074811312.jpg?1644801803,Aromarie,,Durée totale :35 min,Végétarien,,20 min,15 min,PT35M,Four,"Sans viande, Sans œuf",,,3,6 plaques de lasagnes fraîches | 500 g de coulis de tomates | 400 g de haricots verts fins | 100 g de parmesan râpé frais | 3 c. à soupe de ricotta | 2 c. à soupe de crème fraîche épaisse légère ou végétale | 1 c. à soupe de basilic | 1 c à café de mélange italien | sel et poivre du moulin
enfournez,Tomates au four,https://www.cuisine-libre.org/tomates-au-four,https://www.cuisine-libre.org/local/cache-gd2/f1/f6d9bd28ffa198ff6a29dcacefb1cd.jpg?1644874779,Annie,,Durée totale :45 min,Végétarien,,15 min,30 min,PT45M,Four,"Sans viande, Sans œuf, Sans gluten",,,4,"1 kg de tomates | sel, poivre | herbes de Provence | 4 gousses d’ail | 100 g de fromage râpé | moutarde à l’ancienne"
enfournez,Saumon sur lit de fenouil,https://www.cuisine-libre.org/saumon-sur-son-lit-de-fenouil,https://www.cuisine-libre.org/local/cache-gd2/0a/34c72b1b1c2c7c536e749c470e89ae.jpg?1644794489,Romy,,Durée totale :55 min,Non végétarien,48,25 min,30 min,PT55M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,48,,4 pavés de saumon | 3 fenouils | 2 citrons | 1 oignon | 1 carotte | sel de Guérande | 1 c.soupe d’aneth ciselé | poivre | graines de coriandre | baies roses
enfournez,Butternut rôtie aux graines de sésame,https://www.cuisine-libre.org/butternut-rotie-aux-graines-de-sesame,https://www.cuisine-libre.org/local/cache-gd2/63/5cd81cc97cfd44b0fc514c71493cf6.jpg?1644795269,Mon AMAP,,Durée totale :30 min,Végétalien (vegan),2,15 min,15 min,PT30M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,2,,"1 courge butternut | 2 c. à soupe d’huile d’olive | 2 c. à soupe de graines de sésame | 2 c. à soupe de vinaigre balsamique | sel, poivre"
enfournez,Gratin de rutabaga et patates au cheddar,https://www.cuisine-libre.org/gratin-de-rutabaga-et-patates-au-cheddar,https://www.cuisine-libre.org/local/cache-gd2/f7/5c40cdba16b93e0d51da4bb9158d2f.jpg?1644795067,SamA.,,Durée totale :1 h 40,Végétarien,13,20 min,1 h 20,PT1H40M,Four,"Sans viande, Sans œuf, Sans gluten",4.85,13,6,"660 g de rutabaga | 530 g de pommes de terre | 90 g de cheddar râpé | 50 g de parmesan râpé | 20 cl de crème fraîche liquide | sel, poivre du moulin"
enfournez,Gratin à l’aubergine,https://www.cuisine-libre.org/gratin-a-l-aubergine,https://www.cuisine-libre.org/local/cache-gd2/87/3a494db74c57e668a5093d4a8dc614.jpg?1644795335,Romy,,Durée totale :1 h 15,Végétarien,32,30 min,45 min,PT1H15M,Four,"Sans viande, Sans gluten",4.94,32,6,"3 aubergines | 4 pommes de terre | 1 bûche de chèvre | 1 petite tomate | 6 olives noires | fromage râpé | 4 gousses d’ail écrasées | 2 œufs | 1 c.soupe d’huile d’olive | sel, poivre"
enfournez,Endives roulées au jambon (chicons au gratin),https://www.cuisine-libre.org/endives-roulees-au-jambon,https://www.cuisine-libre.org/local/cache-gd2/47/fd463281eb75b5261a239365bd0b7a.jpg?1644796812,Romy,Facile !,Durée totale :40 min,Non végétarien,56,10 min,30 min,PT40M,Four,Sans œuf,4.96,56,4,6 endives | 4 tranches de jambon blanc supérieur | 20 cl de sauce béchamel | 50 g de fromage râpé
enfournez,Butternut rôtie aux épices,https://www.cuisine-libre.org/butternut-rotie-aux-epices,https://www.cuisine-libre.org/local/cache-gd2/94/8aa50bfb1cde1694af535584c7b4f0.jpg?1644795269,,,Durée totale :25 min,Végétarien,56,5 min,20 min,PT25M,Four,"Sans viande, Sans œuf",5.00,56,2,1 petite courge doubeurre (butternut) | 2 noisettes de beurre | 2 c. café de cassonade (sucre brun de canne) | 1 c. café de quatre-épices | ½ c. café de piment doux (paprika ou Cayenne) | 1 gousse d’ail écrasée | poivre noir au moulin | fleur de sel
enfournez,Hachis Parmentier de pintade,https://www.cuisine-libre.org/hachis-parmentier-de-pintade,https://www.cuisine-libre.org/local/cache-gd2/09/f8a80f2421ab35bd06fd6ead243b69.jpg?1644794501,Ja6,,Durée totale :45 min,Non végétarien,,15 min,30 min,PT45M,Four,Sans œuf,,,4,Pour la purée | 1 kg de pommes de terre : type Charlotte | 100 g de beurre | 10 cl de crème fraîche fleurette | sel et poivre | Pour le hachis | 2 cuisses de pintade | 100 g de poitrine de porc fumée - coupée en gros morceaux | 2 oignons - finement hachés | 1 gousse d’ail - épluchée et pilée | 2 brindilles de thym frais | 150 g de beurre | 2 feuilles de pâte à brick
enfournez,Courge rôtie au bleu,https://www.cuisine-libre.org/courge-rotie-au-bleu,https://www.cuisine-libre.org/local/cache-gd2/30/ca7ceecf3f8f8a43bab03ff568bdf6.jpg?1644794810,,,Durée totale :1 h,Végétarien,,20 min,40 min,PT1H,Four,"Sans viande, Sans œuf, Sans gluten",,,4,1 kg potiron bleu de Hongrie | 4 gousses d’ail | 3 à 4 c. à soupe d’huile de pépins de raisin ou d’avocat | 1 c. à café de gros sel | poivre au moulin | ¼ c. à café de cannelle | 3 branches de thym | 4 feuilles de sauge | 1 poignée de noix | 90 g de fromage danois frais | 1 poignée de fromage bleu danois
enfournez,Gratin de celeri rave et champignons,https://www.cuisine-libre.org/gratin-de-celeri-rave-et-champignons,https://www.cuisine-libre.org/local/cache-gd2/04/572350465ac15199fc9a1ac2c146cd.jpg?1644794885,solenn,,Durée totale :1 h 20,Végétarien,2,40 min,40 min,PT1H20M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,2,6,"1 boule de celeri | 500 g de champignons | 1 litre de lait | 1 feuille de laurier | 1 gousse d’ail | 20 cl de crème fraîche | 20 g de beurre | 100 g de fromage râpé | sel, poivre"
enfournez,Porc aux pommes et baies de sorbier,https://www.cuisine-libre.org/porc-aux-pommes-et-baies-de-sorbier,https://www.cuisine-libre.org/local/cache-gd2/dc/dd4890d0a4688c1ba3693f08322859.jpg?1667568448,,,Durée totale :50 min,Non végétarien,,20 min,30 min,PT50M,Four,"Sans œuf, Sans lactose, Sans gluten",,,4,4 à 6 tranches de porc | 1 gousse d’ail | ½ tasse de baies de sorbier cueillies après les premières gelées | 2 ou 3 pommes pelées et tranchées | brandy ou cognac | miel | sel et poivre
enfournez,Escalopes de dinde en papillote,https://www.cuisine-libre.org/escalopes-de-dinde-en-papillote,https://www.cuisine-libre.org/local/cache-gd2/a2/61057e8efbe9d361404daefcabf9c1.jpg?1644796559,Ja6,,Durée totale :1 h 10,Non végétarien,3,15 min,25 min,PT1H10M,Vapeur,"Sans œuf, Sans lactose, Sans gluten",5.00,3,4,4 escalopes de dinde | 2 gousses d’ail | 1/2 bouquet de coriandre | 30 g de gingembre | 4 cuillères à soupe de Pineau de Charente | 15 pincées de cinq parfums (4 ou 5 épices) | 4 cuillères à café de sauce de soja | 2 cuillères à café de miel liquide | 4 cuillères à café de jus de citron
enfournez,Tian de Carpentras,https://www.cuisine-libre.org/tian-de-carpentras,https://www.cuisine-libre.org/local/cache-gd2/41/4d19a413c7b30f28d2e68d1f6b3f4e.jpg?1644797612,Produits du terroir,,Durée totale :1 j,Non végétarien,,?,,PT1DH,Four,"Sans viande, Sans lactose",,,,un filet de morue salée | des oignons | des œufs | des épinards | de la chapelure | des gousses d’ail | du thym | du laurier | de la farine | du poivre | de l’huile d’olive
enfournez,Poisson blanc vapeur au safran,https://www.cuisine-libre.org/poisson-blanc-vapeur-au-safran,https://www.cuisine-libre.org/local/cache-gd2/d5/ed42927d6b3d7408cc905463ba2954.jpg?1644797141,,Facile !,Durée totale :15 min,Non végétarien,3,5 min,10 min,PT15M,Vapeur,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,3,4,"675 g de filets de poisson blanc (merlan, lieu ou cabillaud) | 1 cuil. à café de cumin | 1 cuil. à café de curry | 1 cuil. à café de safran"
enfournez,Raclette bowl,https://www.cuisine-libre.org/raclette-bowl,https://www.cuisine-libre.org/local/cache-gd2/ad/4efcba832415194823d2893297ece8.jpg?1714339502,,,Durée totale :30 min,Non végétarien,,10 min,20 min,PT30M,,"Sans œuf, Sans gluten",,,1,3 pommes de terre moyennes (ou 4 petites) | 3 à 5 tranches de fromage à raclette nature ou parfumé | 3 tranches de dinde fumée | 1 gros cornichon | 1 c. à soupe de confit d’oignon
enfournez,Tian de courgettes aux asperges,https://www.cuisine-libre.org/tian-de-courgettes-aux-asperges,https://www.cuisine-libre.org/local/cache-gd2/95/f315306d4676b00dd7621f6fd0b819.jpg?1682288359,,,Durée totale :55 min,Végétarien,,15 min,40 min,PT55M,Four,Sans viande,,,,400 g d’asperges vertes de Lauris | 2 courgettes (env. 250 g) | 4 œufs | 50 g de farine | 20 g d’amandes effilées | 200 ml de crème fraîche liquide | 150 ml de lait écrémé | sel et poivre
enfournez,Gratins de brocoli à la ricotta et mozzarella,https://www.cuisine-libre.org/gratin-brocoli-ricotta-mozzarella,https://www.cuisine-libre.org/local/cache-gd2/8a/dd6b13b6c5c86739986245c7706501.jpg?1644794264,belfius,,Durée totale :30 min,Végétarien,11,15 min,15 min,PT30M,,"Sans viande, Sans gluten",5.00,11,4,2 brocolis | 250 g de ricotta | 125 g de mozzarella | 4 œufs | sel et poivre
enfournez,Moussaka de pommes de terre,https://www.cuisine-libre.org/moussaka-de-pommes-de-terre,https://www.cuisine-libre.org/local/cache-gd2/ce/f1050c510af78f9a7b617910156a80.jpg?1644797714,,,Durée totale :1 h 10,Végétalien (vegan),2,20 min,50 min,PT1H10M,Four,"Sans viande, Sans œuf, Sans lactose",5.00,2,,"1 kg de pommes de terre | 1 kg d’aubergines | 500 g (ou 7 c. soupe) de chair de tomates (pour la farce) | 2 tomates (pour couvrir) | 1 poivron charnu | 3 oignons | 5 gousses d’ail | 1 verre de chapelure | ½ verre d’aneth hachée | ½ verre de persil haché | ¾ verre d’eau (ou vin blanc) | huile d’olive | sel, poivre"
enfournez,"Poisson au four, sauce au beurre citronné",https://www.cuisine-libre.org/poisson-au-four-sauce-au-beurre-citronne,https://www.cuisine-libre.org/local/cache-gd2/d5/ed42927d6b3d7408cc905463ba2954.jpg?1644797141,louise,,Durée totale :50 min,Non végétarien,1,20 min,30 min,PT50M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,1,4,"4 filets de poissons blanc surgelés | 1 oignon tranché | 4 rondelles de citron | 1 filet d’huile d’olive | sel, poivre | herbes de Provence | Pour la sauce | 30 g de beurre | 20 cl de crème fraîche | 1 c. à soupe de moutarde | 1 citron pressé | Pour accompagner | 400 g de riz"
enfournez,Courge spaghetti carbonara,https://www.cuisine-libre.org/courge-spaghetti-carbonara,https://www.cuisine-libre.org/local/cache-gd2/bb/2c5e663608b3406069c5ab1689f856.jpg?1644795460,Tamago,,Durée totale :35 min,Non végétarien,3,5 min,30 min,PT35M,Four,Sans gluten,5.00,3,4,1 courge spaghetti | 4 jaunes d’œuf | 150 g de lard de poitrine | 100 g de parmesan | poivre noir au moulin
enfournez,Agneau à la crème d’ail,https://www.cuisine-libre.org/agneau-a-la-creme-d-ail,https://www.cuisine-libre.org/local/cache-gd2/d6/b773d5a781d0f3515a36fd4567cb93.jpg?1644795221,Cédric,,Durée totale :2 h 20,Non végétarien,17,20 min,2 h,PT2H20M,Four,"Sans œuf, Sans gluten",4.76,17,6,"une belle épaule ou un beau gigot d’agneau | 8 branches de romarin | sel, poivre | 2 ou 3 tête d’ail | 12 pommes de terre | 250 g de mascarpone | huile d’olive"
enfournez,Gratin de blettes,https://www.cuisine-libre.org/gratin-de-blettes,https://www.cuisine-libre.org/local/cache-gd2/22/68940287b715c437a2f9644669b6c6.jpg?1644800549,,,Durée totale :1 h 20,Végétarien,17,20 min,1 h,PT1H20M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,17,6,"1,5 kg de blettes | 60 g de crème fraîche | 25 cl de lait | 125 g de fromage râpé | sel, poivre"
enfournez,Rouelle de porc gratinée au fromage,https://www.cuisine-libre.org/rouelle-de-porc-gratinee-au-fromage,https://www.cuisine-libre.org/local/cache-gd2/7d/8f52826be493883db415aa33468a15.jpg?1644795738,Arlette,,Durée totale :2 h,Non végétarien,5,30 min,1 h 30,PT2H,Four,Sans œuf,5.00,5,6,"rouelle de porc de 1,2 kg environ | 80 g de beurre | 30 g de farine | 1/4 de litre de lait | 10 cl de crème fraîche | 3 cl de cognac | 3 c. à soupe de vin blanc sec | 100 g de fromage râpé | 1 pincée de poudre de thym | 3 oignons moyens | 1 pincée de poivre de Cayenne | sel et poivre"
enfournez,Tian de rougets,https://www.cuisine-libre.org/tian-de-rougets,https://www.cuisine-libre.org/local/cache-gd2/bf/aa95be2263df24515167788cfb866a.jpg?1644800142,Ja6,,,Non végétarien,,?,,,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,,1 kg de rougets | 1 oignon | 2 tomates | 1 botte d’aneth | 2 c. à soupe d’huile d’oliveou 30 g de beurre | Sel & poivre
enfournez,Gratin dauphinois aux cèpes,https://www.cuisine-libre.org/gratin-dauphinois-aux-cepes,https://www.cuisine-libre.org/local/cache-gd2/46/bb6cbf715aeced243f8efa73cfa37d.jpg?1644794494,,,Durée totale :1 h 40,Végétarien,,40 min,1 h,PT1H40M,Four,"Sans viande, Sans œuf, Sans gluten",,,4,"250 de cèpes frais | 400 g de pommes de terre à chair ferme (type charlotte, belle-de-Fontenay) | 50 cl de crème épaisse | 100 g de beurre | 1/2 tête d’ail | 1 brin de thym | 1 feuille de laurier | 1 noix de muscade | Sel et poivre"
enfournez,Dauphinois de patate douce au peanut butter,https://www.cuisine-libre.org/dauphinois-de-patate-douce-au-peanut-butter,https://www.cuisine-libre.org/local/cache-gd2/97/a33d1ec93137c0f906d53e4795ffbc.jpg?1644794451,,,Durée totale :1 h 20,Végétarien,,20 min,1 h,PT1H20M,Four,"Sans viande, Sans œuf, Sans gluten",,,4,"1 kg de patates douces, lavées | 150 g de beurre de cacahuète croquant (crunchy peanut butter) | 1 tasse de crème double | 1 gousse d’ail, finement tranchée | 1 petit piment rouge, émincé (en option)"
enfournez,Rôti de porc aux 40 gousses d’ail,https://www.cuisine-libre.org/roti-de-porc-aux-40-gousses-d-ail,https://www.cuisine-libre.org/local/cache-gd2/58/9373125828c211b65e0525afcdc0aa.jpg?1644794308,Romy,,Durée totale :1 h 25,Non végétarien,37,20 min,50 min,PT1H25M,Four,"Sans œuf, Sans lactose, Sans gluten",5.00,37,6,1 rôti de porc maigre de 2 kg (coupé dans la longe désossée) | 40 gousses d’ail en chemise (non pelées) | 3 brins de thym frais(ou herbes de Provence) | sel et poivre noir | 1 filet d’huile d’olive | 1 petit verre d’eau
enfournez,"Gigot d’agneau en croûte de moutarde, herbes et  (...)",https://www.cuisine-libre.org/gigot-d-agneau-en-croute-de-moutarde-herbes-et-parmesan,https://www.cuisine-libre.org/local/cache-gd2/3a/b742edcf1c74b46262163f41c54dc2.jpg?1644794544,Phoen,,Durée totale :2 h 10,Non végétarien,19,15 min,1 h 55,PT2H10M,Four,Sans œuf,5.00,19,8,"1 gigot d’agneau | 40 g de parmesan à râper | 5 càs généreuse de moutarde fine et forte | 1 botte de persil plat | 15 brins de ciboulette, fraîche ou surgelée | 1 càs de coriandre fraîche ou séchée | 1 càs d’estragon | 20 g de chapelure ou de pain rassi réduit en poudre | 2 gousses d’ail"
enfournez,Sucrine gratinée au camembert,https://www.cuisine-libre.org/sucrine-gratinee-au-camembert,https://www.cuisine-libre.org/local/cache-gd2/a7/0de67268cb80b3122a0f3c2a7b5e85.jpg?1644797053,,,Durée totale :30 min,Végétarien,,10 min,20 min,PT30M,,"Sans viande, Sans œuf, Sans gluten",,,4,"4 sucrines | 1 camembert | huile d’olive | herbes de Provence | sel, poivre"
